homologene_fam_id	species_1	species_2	entrez_1	symbol_1	protein_gi_1	protein_acc_1	entrez_2	symbol_2	protein_gi_2	protein_acc_2
52306	9606	10090	164668	APOBEC3H	260763896	NP_001159475.1				
52311	9606	10090	119395	CALHM3	193211395	NP_001123214.1				
52318	9606	10090	197320	ZNF778	319655752	NP_001188336.1	22688	Zfp26	219281822	NP_035883.2
52319	9606	10090	199964	TMEM61	32698902	NP_872338.1	329909	Tmem61	568930098	XP_006503559.1
52326	9606	10090	256764	WDR72	464402377	NP_877435.3	546144	Wdr72	148226059	NP_001028672.2
52328	9606	10090	126859	AXDND1	51093836	NP_653297.3	77352	Axdnd1	568911563	XP_006497178.1
52329	9606	10090	23345	SYNE1	330688408	NP_892006.3	64009	Syne1	119120865	NP_001073154.1
52330	9606	10090	89797	NAV2	350276222	NP_001231892.1	78286	Nav2	167466222	NP_780481.2
52331	9606	10090	146378	C16orf92	157817280	NP_001103129.1	78118	4930451I11Rik	114158654	NP_898954.2
52334	9606	10090	285513	GPRIN3	112821690	NP_938022.2	243385	Gprin3	34147240	NP_899006.1
52335	9606	10090	100289635	ZNF605	257900460	NP_001158187.1	675812	Zfp605	255683357	NP_001157468.1
52341	9606	10090	347148	QRFP	38016140	NP_937823.1	227717	Qrfp	34556201	NP_906269.1
52344	9606	10090	223075	CCDC129	384081585	NP_001244896.1	232016	Ccdc129	126158913	NP_001075134.1
52346	9606	10090	347240	KIF24	154426306	NP_919289.2	109242	Kif24	154689823	NP_077203.2
52351	9606	10090	284001	CCDC57	92091575	NP_932348.2	71276	Ccdc57	58037237	NP_082021.1
52352	9606	10090	257313	UTS2B	209571515	NP_937795.2	224065	Uts2b	37718974	NP_937809.1
52359	9606	10090	285180	RUFY4	282165733	NP_940885.2	435626	Rufy4	282165731	NP_001164112.1
52362	9606	10090	346689	KLRG2	38348332	NP_940910.1	74253	Klrg2	119964698	NP_001028343.2
52365	9606	10090	374872	C19orf35	38348368	NP_940934.1				
52366	9606	10090	374875	HSD11B1L	38424085	NP_941995.1				
52367	9606	10090	374877	C19orf45	208022678	NP_940936.2	76406	1700019B03Rik	251823732	NP_083874.1
52370	9606	10090					194738	Rhox11	38348444	NP_941000.1
52371	9606	10090	400566	C17orf97	257467573	NP_001013694.4	74230	1700016K19Rik	38348516	NP_941039.1
52375	9606	10090	55653	BCAS4	60498980	NP_942094.2				
52377	9606	10090	374393	FAM111B	39573718	NP_945185.1				
52380	9606	10090	198437	LKAAEAR1	55741630	NP_001007126.1	277496	4930526D03Rik	282165833	NP_950188.2
52382	9606	10090	140710	SOGA1	257467639	NP_542194.2	320706	Soga1	257467641	NP_001158135.1
52385	9606	10090	123103	KLHL33	262263388	NP_001103467.2	546611	Klhl33	262263393	NP_001160123.1
52386	9606	10090	374920	C19orf68	533112502	NP_955373.3	321008	6330408A02Rik	50053999	NP_796286.2
52388	9606	10090	387597	ILDR2	40786420	NP_955383.1	100039795	Ildr2	257153319	NP_001158000.1
52392	9606	10090	494551	WEE2	157738687	NP_001099028.1	381759	Wee2	171846235	NP_958758.2
52396	9606	10090	375298	CERKL	41680688	NP_963842.1	228094	Cerkl	114326541	NP_001041641.1
52406	9606	10090	138724	C9orf131	94681096	NP_976044.2	67317	1700022I11Rik	74315979	NP_080364.1
52408	9606	10090	147808	ZNF784	42794622	NP_976308.1	654801	Zfp784	87299615	NP_001034621.1
52412	9606	10090	389123	IQCF2	44662817	NP_982248.1				
52414	9606	10090	81704	DOCK8	238231392	NP_982272.2	76088	Dock8	62241030	NP_083061.2
52415	9606	10090	403314	APOBEC4	44888831	NP_982279.1	71281	Apobec4	124487115	NP_001074666.1
52572	9606	10090					66200	Commd6	84370278	NP_001028304.1
52598	9606	10090	387119	CEP85L	109715852	NP_001035940.1	100038725	Cep85l	326368265	NP_001191912.1
52599	9606	10090	404281	YY2	156119609	NP_996806.2	100073351	Yy2	148922953	NP_001092193.1
52601	9606	10090	200162	SPAG17	46240864	NP_996879.1	74362	Spag17	162287182	NP_083168.3
52602	9606	10090	388325	SCIMP	46358066	NP_996986.1	327957	Scimp	113865879	NP_001038991.1
52611	9606	10090	131920	TMEM207	46409276	NP_997199.1	100043057	Tmem207	197304683	NP_001095110.1
52613	9606	10090	166348	KBTBD12	148664248	NP_997218.2	74589	Kbtbd12	522022357	NP_001265600.1
52617	9606	10090	387990	TOMM20L	46409384	NP_997260.1	75266	Tomm20l	259089421	NP_083503.1
52618	9606	10090	388512	CLEC17A	323422933	NP_001191047.1				
52619	9606	10090	388533	KRTDAP	46409408	NP_997275.1	64661	Krtdap	84781694	NP_001028303.1
52625	9606	10090	389197	C4orf50	530376230	XP_003118572.2	381634	Gm1043	568934870	XP_006504294.1
52626	9606	10090	389206	BEND4	148762950	NP_997289.2	666938	Bend4	261245031	NP_001158278.1
52628	9606	10090	390664	C1QTNF8	116686136	NP_997302.2				
52640	9606	10090	401138	AMTN	47086439	NP_997722.1	71421	Amtn	254553401	NP_082069.1
52643	9606	10090	284266	SIGLEC15	47106069	NP_998767.1	620235	Siglec15	155372047	NP_001094508.1
52649	9606	10090	23508	TTC9	150456465	NP_056166.1	69480	Ttc9	85701652	NP_001028321.1
52652	9606	10090	57536	KIAA1328	55749715	NP_065827.1	225289	AW554918	169234750	NP_001028704.2
52656	9606	10090	26049	FAM169A	153792633	NP_056381.1	320557	Fam169a	225690566	NP_001093928.1
52657	9606	10090	85446	ZFHX2	306922394	NP_207646.2	239102	Zfhx2	85986589	NP_001034287.1
52660	9606	10090	91351	DDX60L	149274648	NP_001012985.1				
52664	9606	10090	23326	USP22	150010639	NP_056091.1	216825	Usp22	110625685	NP_001004143.2
52665	9606	10090	84443	FRMPD3	565324143	NP_115804.1	101055948	LOC101055948	569011595	XP_006528719.1
52678	9606	10090	118670	FAM24A	71274136	NP_001025059.1				
52683	9606	10090	23380	SRGAP2	112363100	NP_056141.2	14270	Srgap2	157951723	NP_001074480.2
52701	9606	10090	124535	HSF5	122937277	NP_001073908.1	327992	Hsf5	113865887	NP_001038992.1
52716	9606	10090	144448	TSPAN19	155369269	NP_001094387.1				
52721	9606	10090	147920	IGFL2	205361122	NP_001002915.2				
52723	9606	10090	148003	LGALS16	298919185	NP_001177370.1				
52724	9606	10090	148103	ZNF599	55925466	NP_001007249.1				
52725	9606	10090	148418	SAMD13	58293756	NP_001010971.1				
52727	9606	10090	149018	LELP1	58082087	NP_001010857.1				
52729	9606	10090	149643	SPATA45	66912168	NP_001019772.1	75558	1700022P22Rik	251823725	NP_083612.1
52739	9606	10090	158830	CXorf65	70608191	NP_001020436.1	245536	Gm614	85701852	NP_001028534.1
52756	9606	10090	147710	IGSF23	328550536	NP_001192209.1	70080	Igsf23	110625759	NP_081584.1
52766	9606	10090	164714	TTLL8	530420918	XP_003403542.3	239591	Ttll8	295293121	NP_766406.2
52791	9606	10090	196996	GRAMD2	60593095	NP_001012660.1	546134	Gramd2	85702037	NP_001028670.1
52813	9606	10090	284422	SMIM24	211059425	NP_001129975.1	72273	2210404O07Rik	153791321	NP_001093387.1
52815	9606	10090	646627	LYPD8	146261165	NP_001078943.1	70163	Lypd8	139949233	NP_001077353.1
52819	9606	10090	340024	SLC6A19	51468073	NP_001003841.1	74338	Slc6a19	58037367	NP_083154.1
52823	9606	10090	220416	LRRC63	540344560	NP_001269389.1	70859	Lrrc63	267844854	NP_081857.1
52829	9606	10090	283951	C16orf91	440309863	NP_001258980.1	214489	BC003965	268607692	NP_898973.2
52832	9606	10090	254439	C11orf86	210147598	NP_001129957.1	69861	2010003K11Rik	58037185	NP_081513.1
52838	9606	10090	441476	C9orf173	124248531	NP_001004353.2	74472	4933433C11Rik	198278494	NP_083237.1
52839	9606	10090					75275	Tmco5b	58037405	NP_083508.1
52843	9606	10090					70941	4921539E11Rik	254588039	NP_081888.1
52845	9606	10090	402573	C7orf61	51972226	NP_001004323.1				
52846	9606	10090	388963	C2orf81	222831614	NP_001138526.1	71837	1700003E16Rik	222831618	NP_082224.1
52852	9606	10090	399814	C10orf120	58218975	NP_001010912.1	233918	4933402N03Rik	117935040	NP_775585.1
52854	9606	10090	338661	TMEM225	62000698	NP_001013765.1	75667	Tmem225	254675156	NP_083655.1
52857	9606	10090	440955	TMEM89	56847630	NP_001008270.1	69384	Tmem89	254553287	NP_081342.1
52859	9606	10090					668357	Dmrtc1c2	218084092	NP_001136162.1
52868	9606	10090	57683	ZDBF2	151301098	NP_065974.1	73884	Zdbf2	552953868	NP_001272865.1
52875	9606	10090	161394	SAMD15	58082089	NP_001010860.1	238333	Samd15	309269855	XP_138106.7
52882	9606	10090	221711	SYCP2L	281306733	NP_001035364.2	637277	Sycp2l	568982638	XP_006517049.1
52914	9606	10090					213454	Gm378	38086587	XP_142049.3
52949	9606	10090	344167	FOXI3	208431824	NP_001129121.1	232077	Foxi3	208431706	NP_001094934.1
52968	9606	10090					103220	BC030307	145966853	NP_001003910.2
52974	9606	10090	346653	FAM71F2	149192824	NP_001012457.3	245884	Fam71f2	162138899	NP_001094956.1
52981	9606	10090	199920	C1orf168	166706917	NP_001004303.3	242594	1700024P16Rik	553727133	NP_001272881.1
52985	9606	10090	57691	KIAA1586	55741653	NP_065982.1				
52993	9606	10090	255349	TMEM211	48717249	NP_001001663.1	333048	Tmem211	85701931	NP_001028600.1
53006	9606	10090	253582	TMEM244	58197570	NP_001010876.1				
53031	9606	10090					213450	Gm732	85701758	NP_001028424.1
53050	9606	10090	285423	RP11-526A4.1	578809819	XP_006714496.1	71831	1700007B14Rik	255982583	NP_001157707.1
53051	9606	10090	285429	DCAF4L1	146149345	NP_001025126.2				
53056	9606	10090	286207	C9orf117	118918423	NP_001012520.2	227736	1700019L03Rik	113931146	NP_079895.1
53069	9606	10090	283999	TMEM235	323633425	NP_001191139.1	546519	Tmem235	147905830	NP_001079004.1
53083	9606	10090	168451	THAP5	194440668	NP_001123947.1				
53111	9606	10090	26173	INTS1	160948599	NP_001073922.2	68510	Ints1	294832004	NP_081024.3
53117	9606	10090	647174	SERPINE3	157674356	NP_001094790.1	319433	Serpine3	315709516	NP_001186874.1
53133	9606	10090	84875	PARP10	157738665	NP_116178.2	671535	Parp10	254675288	NP_001157047.1
53137	9606	10090					331416	Gm773	75677458	NP_001028595.1
53159	9606	10090					641361	Pinlyp	85702280	NP_001032220.1
53205	9606	10090	387885	CCDC42B	221554526	NP_001138344.1	546886	Ccdc42b	304307772	NP_001182023.1
53300	9606	10090	401258	RAB44	390635651	NP_001244286.1	442827	Rab44	50582589	NP_001002786.1
53366	9606	10090	222255	ATXN7L1	163937854	NP_065776.1	380753	Atxn7l1	295317311	NP_001028608.3
53396	9606	10090	654463	FER1L6	119120884	NP_001034201.2	631797	Fer1l6	568993836	XP_006521672.1
53430	9606	10090	84520	C14orf142	110227846	NP_115879.2	100233175	AK010878	219283242	NP_001136410.1
53435	9606	10090	84700	MYO18B	51317366	NP_115997.5	74376	Myo18b	291327510	NP_083177.2
53442	9606	10090	389136	VGLL3	56550035	NP_057290.2	73569	Vgll3	254750654	NP_082848.1
53443	9606	10090					75202	Spaca6	242332530	NP_001156381.1
53452	9606	10090					333307	Trim75	85701941	NP_001028601.1
53459	9606	10090	146713	RBFOX3	128485756	NP_001076044.1				
53460	9606	10090	339184	CCDC144NL	51972186	NP_001004306.1				
53461	9606	10090	339231	ARL16	91199552	NP_001035114.1	70317	Arl16	91199554	NP_932112.2
53470	9606	10090	340542	BEX5	61175244	NP_001012996.1				
53479	9606	10090	340900	EBLN1	315633211	NP_001186867.1	102636291	LOC102636291	568977411	XP_006534706.1
53485	9606	10090	728858	C12orf71	122937209	NP_001073875.1	73344	1700034J05Rik	255982588	NP_082785.1
53493	9606	10090	342979	PALM3	222537747	NP_001138500.1	74337	Palm3	124430707	NP_083153.1
53496	9606	10090	344022	NOTO	197333837	NP_001127934.1	384452	Noto	58372170	NP_001007473.1
53500	9606	10090	343578	ARHGAP40	256574758	NP_001157903.1	545481	Arhgap40	222446632	NP_001138487.1
53503	9606	10090	340595	ZCCHC16	167466262	NP_001004308.2	619287	Zcchc16	124486592	NP_001028967.2
53527	9606	10090	342346	C16orf96	222446620	NP_001138483.1	78809	4930562C15Rik	222446622	NP_084468.1
54151	9606	10090					380907	Gm5142	51921319	NP_001004158.1
54211	9606	10090					382282	Rhox12	71480146	NP_001020254.1
54375	9606	10090	283514	SIAH3	110578665	NP_942146.2	380918	Siah3	189339217	NP_001121565.1
54376	9606	10090	121006	FAM186A	224458301	NP_001138947.1				
54378	9606	10090	642987	TMEM232	291291005	NP_001034852.3	381107	Tmem232	113374162	NP_001008973.2
54379	9606	10090	388946	TMEM247	222831597	NP_001138523.1	78469	Tmem247	485836955	NP_001264909.1
54416	9606	10090	401236	STMND1	299782489	NP_001177695.1	380842	Stmnd1	53749206	NP_001005422.1
54439	9606	10090	387778	SPDYC	56912202	NP_001008778.1				
54444	9606	10090	387890	TMEM233	211904185	NP_001130006.1	545798	Tmem233	197333794	NP_001095016.1
54453	9606	10090	283659	PRTG	83281200	NP_776175.2	235472	Prtg	153945726	NP_780694.3
54461	9606	10090	146429	SLC22A31	337756639	NP_001229686.1				
54469	9606	10090	83889	WDR87	221219020	NP_114157.3				
54473	9606	10090	388633	LDLRAD1	74024893	NP_001010978.2	546840	Ldlrad1	124486899	NP_001074741.1
54497	9606	10090	389170	LEKR1	262263420	NP_001004316.2	624866	Lekr1	262263415	NP_001160131.1
54515	9606	10090	389766	C9orf153	444741730	NP_001263297.1				
54525	9606	10090	390231	TRIM77	225903455	NP_001139634.1				
54583	9606	10090	387638	C10orf113	294489229	NP_001010896.2				
54680	9606	10090	389161	ANKUB1	222352168	NP_001138432.1	242037	Gm410	85701850	NP_001028521.1
54754	9606	10090	283219	KCTD21	71143104	NP_001025030.1	622320	Kctd21	148352323	NP_001034128.2
54768	9606	10090	22834	ZNF652	223941846	NP_001138837.1	268469	Zfp652	124378028	NP_963903.2
54775	9606	10090	400720	ZNF772	66841380	NP_001019767.1				
54780	9606	10090	257407	C2orf72	222418604	NP_001138466.1	72792	2810459M11Rik	222418599	NP_001138464.1
54811	9606	10090	401944	LDLRAD2	224591414	NP_001013715.2	435811	Ldlrad2	85702179	NP_001029151.1
54900	9606	10090	728637	LOC728637	489407050	NP_001264988.1	74847	4930404A10Rik	197116351	NP_083381.1
54902	9606	10090	653140	FAM228A	105554465	NP_001035800.1	74855	Fam228a	58037391	NP_083383.1
54908	9606	10090	118461	C10orf71	206597543	NP_001128668.1	100504518	3425401B19Rik	304361750	NP_001182026.1
54921	9606	10090	448834	KPRP	68563515	NP_001020402.1	433619	Kprp	113195682	NP_082905.1
54981	9606	10090	440097	DBX2	116174748	NP_001004329.2	223843	Dbx2	114687769	NP_997416.2
55024	9606	10090	440574	MINOS1	323276670	NP_001191012.1	433771	Minos1	244791232	NP_001156478.1
55190	9606	10090	100271715	ARHGEF33	290463441	NP_001138923.2	381112	Arhgef33	224282176	NP_001138924.1
55426	9606	10090	215	ABCD1	7262393	NP_000024.2	11666	Abcd1	6671497	NP_031461.1
55427	9606	10090	286	ANK1	215598574	NP_001135918.1	11733	Ank1	160707915	NP_001104253.1
55428	9606	10090	415	ARSE	544063470	NP_001269557.1				
55429	9606	10090	1019	CDK4	4502735	NP_000066.1	12567	Cdk4	6753380	NP_034000.1
55430	9606	10090	1029	CDKN2A	4502749	NP_000068.1	12578	Cdkn2a	98986447	NP_001035744.1
55432	9606	10090	1259	CNGA1	217035093	NP_001136036.1	12788	Cnga1	112181173	NP_031749.2
55433	9606	10090	1281	COL3A1	4502951	NP_000081.1	12825	Col3a1	226423933	NP_034060.2
55434	9606	10090	1289	COL5A1	495528154	NP_001265003.1	12831	Col5a1	164565411	NP_056549.2
55435	9606	10090	1811	SLC26A3	4557535	NP_000102.1	13487	Slc26a3	10946676	NP_067328.1
55437	9606	10090	2261	FGFR3	4503711	NP_000133.1	14184	Fgfr3	254028250	NP_001156687.1
55440	9606	10090	2645	GCK	4503951	NP_000153.1	103988	Gck	31982798	NP_034422.2
55442	9606	10090	3000	GUCY2D	4504217	NP_000171.1	14919	Gucy2e	159110415	NP_032218.2
55444	9606	10090	3690	ITGB3	47078292	NP_000203.2	16416	Itgb3	160358856	NP_058060.2
55445	9606	10090	3730	KAL1	119395746	NP_000207.2				
55448	9606	10090	3875	KRT18	40354195	NP_954657.1	16668	Krt18	254540068	NP_034794.2
55449	9606	10090					17194	Mbl1	6754654	NP_034905.1
55450	9606	10090	4353	MPO	4557759	NP_000241.1	17523	Mpo	226823250	NP_034954.2
55452	9606	10090	5340	PLG	4505881	NP_000292.1	18815	Plg	257471003	NP_032903.3
55454	9606	10090	5308	PITX2	21361183	NP_000316.2	18741	Pitx2	109948275	NP_001035967.1
55455	9606	10090	6103	RPGR	4506581	NP_000319.1	19893	Rpgr	295789055	NP_001171421.1
55456	9606	10090	6523	SLC5A1	4507031	NP_000334.1	20537	Slc5a1	261824023	NP_062784.3
55458	9606	10090	224	ALDH3A2	73466520	NP_001026976.1	11671	Aldh3a2	75677435	NP_031463.2
55461	9606	10090	3852	KRT5	119395754	NP_000415.2	110308	Krt5	20911031	NP_081287.1
55462	9606	10090	4633	MYL2	94981553	NP_000423.2	17906	Myl2	153791853	NP_034991.3
55463	9606	10090	6473	SHOX	4506943	NP_000442.1				
55465	9606	10090	1080	CFTR	90421313	NP_000483.3	12638	Cftr	14141185	NP_066388.1
55466	9606	10090	1300	COL10A1	18105032	NP_000484.2	12813	Col10a1	6753480	NP_034055.1
55467	9606	10090	2203	FBP1	189083692	NP_001121100.1	14121	Fbp1	9506589	NP_062268.1
55468	9606	10090	2588	GALNS	4503899	NP_000503.1	50917	Galns	171184398	NP_057931.3
55469	9606	10090	3949	LDLR	4504975	NP_000518.1	16835	Ldlr	113195700	NP_034830.2
55471	9606	10090	4891	SLC11A2	295293167	NP_001167596.1	18174	Slc11a2	225903448	NP_001139633.1
55473	9606	10090	4843	NOS2	24041029	NP_000616.3	18126	Nos2	6754872	NP_035057.1
55474	9606	10090	1378	CR1	86793109	NP_000642.3				
55477	9606	10090	147	ADRA1B	4501959	NP_000670.1	11548	Adra1b	548923934	NP_001271309.1
55478	9606	10090	211	ALAS1	4502025	NP_000679.1	11655	Alas1	160707967	NP_065584.2
55480	9606	10090	217	ALDH2	25777732	NP_000681.2	11669	Aldh2	6753036	NP_033786.1
55483	9606	10090	223	ALDH9A1	115387104	NP_000687.3	56752	Aldh9a1	115334671	NP_064377.2
55484	9606	10090	775	CACNA1C	193788720	NP_955630.2	12288	Cacna1c	364502987	NP_001242928.1
55485	9606	10090	1138	CHRNA5	33589827	NP_000736.2	110835	Chrna5	46559780	NP_789814.2
55488	9606	10090	1595	CYP51A1	4503243	NP_000777.1	13121	Cyp51	71061451	NP_064394.2
55489	9606	10090	2563	GABRD	34734071	NP_000806.2	14403	Gabrd	160707923	NP_032098.2
55491	9606	10090	3354	HTR1E	4504537	NP_000856.1				
55492	9606	10090	3357	HTR2B	222080049	NP_000858.3	15559	Htr2b	118130976	NP_032337.2
55493	9606	10090	3687	ITGAX	556503454	NP_001273304.1	16411	Itgax	10946646	NP_067309.1
55494	9606	10090	5020	OXT	4505537	NP_000906.1	18429	Oxt	6754960	NP_035155.1
55495	9606	10090	5034	P4HB	20070125	NP_000909.2	18453	P4hb	42415475	NP_035162.1
55496	9606	10090	5243	ABCB1	42741659	NP_000918.2	18671	Abcb1a	153791547	NP_035206.2
55497	9606	10090	5530	PPP3CA	6715568	NP_000935.1	19055	Ppp3ca	42415473	NP_032939.1
55508	9606	10090	255022	CALHM1	194440685	NP_001001412.3	546729	Calhm1	124486909	NP_001074740.1
55510	9606	10090	64100	ELSPBP1	301601648	NP_071425.3				
55513	9606	10090	1830	DSG3	119964718	NP_001935.2	13512	Dsg3	110625833	NP_085099.2
55514	9606	10090	847	CAT	4557014	NP_001743.1	12359	Cat	157951741	NP_033934.2
55520	9606	10090	2326	FMO1	544186123	NP_001269621.1	14261	Fmo1	6753890	NP_034361.1
55524	9606	10090	6013	RLN1	5902052	NP_008842.1	19773	Rln1	225007544	NP_035402.2
55526	9606	10090	3458	IFNG	56786138	NP_000610.2	15978	Ifng	33468859	NP_032363.1
55530	9606	10090	6813	STXBP2	439253035	NP_001258963.1	20911	Stxbp2	6755688	NP_035633.1
55532	9606	10090	2782	GNB1	543173169	NP_001269468.1	14688	Gnb1	229608938	NP_001153488.1
55533	9606	10090	5878	RAB5C	354721184	NP_001238968.1	19345	Rab5c	113866024	NP_077776.2
55534	9606	10090	2778	GNAS	117938759	NP_536350.2	14683	Gnas	47271396	NP_034439.2
55536	9606	10090	23478	SEC11A	7657609	NP_055115.1	56529	Sec11a	9910550	NP_064335.1
55537	9606	10090	29927	SEC61A1	7019415	NP_037468.1	53421	Sec61a1	8394252	NP_058602.1
55539	9606	10090	2771	GNAI2	4504041	NP_002061.1	14678	Gnai2	41054806	NP_032164.2
55541	9606	10090	6346	CCL1	4506833	NP_002972.1	20290	Ccl1	6755424	NP_035459.1
55542	9606	10090					328780	Prss34	30410030	NP_848459.1
55547	9606	10090	6531	SLC6A3	4507041	NP_001035.1	13162	Slc6a3	6753606	NP_034150.1
55548	9606	10090	6865	TACR2	157426873	NP_001048.2	21337	Tacr2	258613887	NP_033340.3
55552	9606	10090	55	ACPP	197116348	NP_001127666.1	56318	Acpp	46575782	NP_997551.1
55553	9606	10090	87	ACTN1	194097350	NP_001123476.1	109711	Actn1	61097906	NP_598917.1
55557	9606	10090	292	SLC25A5	156071459	NP_001143.2	11740	Slc25a5	22094075	NP_031477.1
55558	9606	10090	309	ANXA6	71773329	NP_001146.2	11749	Anxa6	31981302	NP_038500.2
55559	9606	10090	368	ABCC6	190343023	NP_001162.4	27421	Abcc6	145275191	NP_061265.2
55561	9606	10090	817	CAMK2D	26667180	NP_001212.2	108058	Camk2d	70906477	NP_001020609.1
55562	9606	10090	890	CCNA2	4502613	NP_001228.1	12428	Ccna2	161353444	NP_033958.2
55565	9606	10090	1024	CDK8	4502745	NP_001251.1	264064	Cdk8	31652272	NP_705827.2
55566	9606	10090	1025	CDK9	4502747	NP_001252.1	107951	Cdk9	18699998	NP_570930.1
55567	9606	10090	1104	RCC1	4502801	NP_001260.1	100088	Rcc1	308153287	NP_001184011.1
55569	9606	10090	1116	CHI3L1	144226251	NP_001267.2	12654	Chil1	224809461	NP_031721.2
55572	9606	10090	1460	CSNK2B	23503295	NP_001311.3	13001	Csnk2b	7106277	NP_034105.1
55574	9606	10090	1501	CTNND2	11034811	NP_001323.1	18163	Ctnnd2	112363090	NP_032755.2
55575	9606	10090	1793	DOCK1	4503355	NP_001371.1	330662	Dock1	88853584	NP_001028592.1
55576	9606	10090	1859	DYRK1A	18765758	NP_001387.2	13548	Dyrk1a	164607150	NP_001106860.1
55579	9606	10090	2020	EN2	7710121	NP_001418.2	13799	En2	6753752	NP_034264.1
55580	9606	10090	2081	ERN1	153946421	NP_001424.3	78943	Ern1	13249351	NP_076402.1
55581	9606	10090	2104	ESRRG	343780866	NP_001230447.1	26381	Esrrg	6753774	NP_036065.1
55582	9606	10090	2239	GPC4	21614525	NP_001439.2	14735	Gpc4	238624186	NP_032176.2
55585	9606	10090	2941	GSTA4	4504173	NP_001503.1				
55587	9606	10090	3275	PRMT2	46255047	NP_001526.2	15468	Prmt2	117938280	NP_573445.2
55588	9606	10090	3301	DNAJA1	4504511	NP_001530.1	15502	Dnaja1	258547146	NP_001158143.1
55590	9606	10090	20	ABCA2	45446740	NP_001597.2	11305	Abca2	110225379	NP_031405.2
55593	9606	10090	378	ARF4	4502205	NP_001651.1	11843	Arf4	6680720	NP_031505.1
55596	9606	10090	414	ARSD	71852584	NP_001660.2				
55597	9606	10090	490	ATP2B1	48255945	NP_001673.2	67972	Atp2b1	62234487	NP_080758.1
55599	9606	10090	669	BPGM	4502445	NP_001715.1	12183	Bpgm	6680806	NP_031589.1
55604	9606	10090	1006	CDH8	16306539	NP_001787.2	12564	Cdh8	85662400	NP_031693.2
55606	9606	10090	1215	CMA1	4502907	NP_001827.1	17228	Cma1	6857812	NP_034910.1
55607	9606	10090	1280	COL2A1	111118976	NP_001835.3	12824	Col2a1	166064040	NP_112440.2
55608	9606	10090	1310	COL19A1	47778921	NP_001849.2	12823	Col19a1	114326515	NP_031759.2
55609	9606	10090	1357	CPA1	4502997	NP_001859.1	109697	Cpa1	54312076	NP_079626.2
55610	9606	10090	1361	CPB2	513126885	NP_001863.3	56373	Cpb2	31982712	NP_062749.2
55611	9606	10090	1380	CR2	54792123	NP_001006659.1	12902	Cr2	33859474	NP_031784.1
55612	9606	10090	1395	CRHR2	321117247	NP_001189411.1	12922	Crhr2	162138921	NP_034083.2
55615	9606	10090	1473	CST5	19882256	NP_001891.2	58214	Cst10	10946758	NP_067380.1
55616	9606	10090	1509	CTSD	4503143	NP_001900.1	13033	Ctsd	6753556	NP_034113.1
55617	9606	10090	1537	CYC1	21359867	NP_001907.2	66445	Cyc1	13385006	NP_079843.1
55618	9606	10090	1635	DCTD	61742821	NP_001012750.1	320685	Dctd	238859573	NP_001154987.1
55619	9606	10090	10290	SPEG	157785645	NP_005867.3	11790	Speg	153792586	NP_031489.4
55620	9606	10090	1821	DRP2	148539558	NP_001930.2	13497	Drp2	161016837	NP_034208.2
55621	9606	10090	1848	DUSP6	42764683	NP_001937.2	67603	Dusp6	13399314	NP_080544.1
55623	9606	10090	2098	ESD	33413400	NP_001975.1	13885	Esd	550544230	NP_001272352.1
55624	9606	10090	2313	FLI1	7110593	NP_002008.2	14247	Fli1	6679807	NP_032052.1
55628	9606	10090	2784	GNB3	4504053	NP_002066.1	14695	Gnb3	20502976	NP_038558.1
55629	9606	10090	2932	GSK3B	21361340	NP_002084.2	56637	Gsk3b	9790077	NP_062801.1
55630	9606	10090	2971	GTF3A	166063995	NP_002088.2	66596	Gtf3a	167466248	NP_079928.2
55632	9606	10090	3078	CFHR1	118442839	NP_002104.2	50702	Cfhr1	7656969	NP_056595.1
55633	9606	10090	3101	HK3	194097330	NP_002106.2	212032	Hk3	84370288	NP_001028417.1
55634	9606	10090	3208	HPCA	19913446	NP_002134.2	15444	Hpca	554506531	NP_001273012.1
55636	9606	10090	3371	TNC	153946395	NP_002151.2	21923	Tnc	126722834	NP_035737.2
55638	9606	10090	3769	KCNJ13	156119627	NP_002233.2	100040591	Kcnj13	158966733	NP_001103697.1
55639	9606	10090	3791	KDR	11321597	NP_002244.1	16542	Kdr	27777648	NP_034742.2
55640	9606	10090	3797	KIF3C	41352705	NP_002245.4	16570	Kif3c	84781817	NP_032471.2
55642	9606	10090	3836	KPNA1	222144293	NP_002255.3	16646	Kpna1	31543047	NP_032491.2
55643	9606	10090	3856	KRT8	372466572	NP_001243211.1	16691	Krt8	114145561	NP_112447.2
55645	9606	10090	3887	KRT81	169790853	NP_002272.2	64818	Krt81	261244894	NP_001159629.1
55647	9606	10090	3945	LDHB	4557032	NP_002291.1	16832	Ldhb	6678674	NP_032518.1
55648	9606	10090	4010	LMX1B	292494915	NP_001167618.1	16917	Lmx1b	255759880	NP_034855.2
55649	9606	10090	4067	LYN	4505055	NP_002341.1	17096	Lyn	161760636	NP_001104566.1
55653	9606	10090	4140	MARK3	193083127	NP_001122391.1	17169	Mark3	251823810	NP_067491.2
55655	9606	10090	4282	MIF	4505185	NP_002406.1	17319	Mif	6754696	NP_034928.1
55656	9606	10090	4295	MLN	4557034	NP_002409.1				
55657	9606	10090	4440	MSI1	4505255	NP_002433.1	17690	Msi1	6678940	NP_032655.1
55661	9606	10090	4893	NRAS	4505451	NP_002515.1	18176	Nras	111154109	NP_035067.2
55662	9606	10090	4967	OGDH	51873036	NP_002532.2	18293	Ogdh	356582477	NP_001239211.1
